index,Diff_VIX_1d,Diff_VIX_1w,Diff_VIX_2w,Diff_V2X_1d,Diff_V2X_1w,Diff_V2X_2w,Diff_EURUSD_1d,Diff_EURUSD_1w,Diff_EURUSD_2w,Diff_EURUSDV1M_1d,Diff_EURUSDV1M_1w,Diff_EURUSDV1M_2w,Diff_USGG10YR_1d,Diff_USGG10YR_1w,Diff_USGG10YR_2w,Diff_USGG2YR_1d,Diff_USGG2YR_1w,Diff_USGG2YR_2w,Diff_GDBR10YR_1d,Diff_GDBR10YR_1w,Diff_GDBR10YR_2w,Diff_GDBR2YR_1d,Diff_GDBR2YR_1w,Diff_GDBR2YR_2w,Diff_SX5E_1d,Diff_SX5E_1w,Diff_SX5E_2w,Diff_SPX_1d,Diff_SPX_1w,Diff_SPX_2w,Diff_SRVIX_1d,Diff_SRVIX_1w,Diff_SRVIX_2w,Diff_CVIX_1d,Diff_CVIX_1w,Diff_CVIX_2w,Diff_MOVE_1d,Diff_MOVE_1w,Diff_MOVE_2w
69,0.91,2.03,2.62,0.2301,0.6765,3.6164,-0.0021,0.001,0.034,0.0175,0.1375,-1.7225,0,0.0547,0.0015,0,0.0282,-0.0043,0.037,0.067,0.103,0.008,0.02,0.07,2.98,-14.62,-175.5,-2.57,-18.22,-60.26,0.01,0.28,0.36,0.07,0.04,-0.87,0,3.5407,7.4287
70,0.3,0.48,-6.05,0.566,-0.3906,-2.3744,-0.0054,0.0056,0.0216,0.0025,-0.2375,-0.95,-0.0135,-0.0382,0.0998,-0.008,-0.0121,0.0162,-0.02,-0.02,0.053,-0.006,0.005,0.062,-26.22,5.96,-29.25,-2.42,-2.78,29.16,-0.07,0,1.19,0.14,0.01,-0.79,0.2,0.9,0
71,-2,-1.72,5.02,-3.7471,-1.9694,2.7884,-0.002,-0.0015,-0.0085,-0.03,0.3925,0.3525,0.0361,0.1064,-0.1357,0.0679,0.1265,-0.0721,-0.018,0.03,-0.147,-0.005,0.015,-0.082,104.94,85.49,-80.4,52.64,47.19,-55.43,0.12,0.14,-0.11,-0.11,0.24,0.47,-3.778,5.1384,5.5473
72,1.04,0.37,0.74,0.8264,1.1924,-1.1224,-0.0023,-0.0112,0.0109,-0.095,-0.2975,-0.585,-0.0075,-0.0413,-0.008,0.0081,-0.0403,-0.012,-0.007,-0.063,0.058,0.004,-0.025,0.041,-10.1,-61.32,-30.53,-3.64,-11.25,-19.12,-0.16,-0.65,0.47,0,-0.2,-0.18,-0.826,-1.4119,2.6129
73,0.55,-0.12,0.09,-0.3981,0.6775,0.8116,-0.0057,-0.0067,-0.0141,0.595,0.8675,0.39,0.088,0.0457,0.0483,0.0512,0.0344,0.0411,0.011,0.029,0.029,0.001,-0.016,-0.04,37.15,45.27,-0.14,-0.71,-8.12,-21.54,0.79,1.52,1.2,0.41,0.5,0.34,2.517,2.1444,-0.0166
74,-0.95,0.01,-1.15,-0.3934,2.5006,-0.769,0.0038,-0.0069,-0.0205,0.125,-0.0975,-1.32,0.0256,0.1651,0.2476,-0.0044,0.0836,0.1192,0.026,0.031,0.069,0.001,-0.033,-0.1,16.06,-21.99,-21.65,8.02,0,31.88,0.47,2.81,2.17,-0.04,0.67,0.26,0.4556,5.8225,2.9544
75,-0.17,0.2,-1.59,0.9699,2.8319,0.7551,-0.0019,0.0159,0.0118,0.01,0.435,0.3475,-0.0055,0.0256,0.0512,-0.0225,-0.0494,-0.0435,-0.044,0.046,0.112,-0.049,-0.033,0.014,-32.92,-57.72,5.7,-2.97,-0.63,24.15,-0.31,0.9,1.12,0.12,0.19,0.18,1.7434,6.4935,6.5481
76,-0.54,-3.08,-1.36,0.3217,-2.8885,-1.1174,0.0059,-0.0186,0.0022,-0.125,-0.175,0.325,0.0152,0.0021,-0.2149,0.0494,0.0134,-0.2025,-0.048,-0.093,-0.233,-0.049,-0.231,-0.346,-19.37,137.09,85.06,-1.28,49.42,24.97,0,0,0,-0.009533,-0.280472,0.214124,5,2.1,-7.7
77,0.72,1.97,1.03,0.9491,4.6357,3.925,0.0053,0.0081,0.0014,-0.4075,0.62,0.025,-0.0089,-0.0269,0.0184,-0.0101,-0.0233,0.0074,-0.02,-0.019,0.01,0.005,-0.005,-0.027,-57.3,-70.35,-86.18,-11.47,-27.58,-39.7,-0.08,0.2,0.9,-0.62,-0.05,-0.37,-4.3716,2.0049,-0.6797
78,0,-1.71,-2.08,0,-3.9077,-5.6436,0.0028,0.0027,-0.0101,-0.695,0.735,-0.465,0,0.0878,-0.1984,0,0.0089,-0.0945,-0.002,0.117,-0.24,-0.005,0.009,-0.038,23.73,108.36,169.13,0,18.67,33.23,0,-1.09,-2.74,0,-0.15,-0.71,0,4.9775,-1.2643
79,-0.35,-1.78,-0.85,0.2981,0.9067,0.7957,0.0103,0.0328,0.0069,-0.23,-1.425,-0.6475,-0.0133,-0.2018,-0.1926,-0.0329,-0.1231,-0.0997,0.018,-0.025,0.039,-0.01,-0.003,0.041,15.79,-34.35,-64.76,5.93,0.1,-12.27,0,0,0,-0.1856,-0.9977,-0.5588,-3.5,-13.6,-13.9
80,0.46,-0.55,-1.34,-0.1897,-1.0926,-4.0016,-0.0009,0.0127,0.0216,0.315,0.3575,-1.1675,-0.0073,-0.1051,-0.0478,-0.014,-0.0628,-0.064,-0.009,-0.012,0.092,-0.001,0.041,0.056,-8.33,-9.26,7.24,2.38,27.31,18.73,0.27,0.52,0.49,0.24,0.08,0.2,0.8595,7.1103,5.9372
81,1.06,2.72,3.38,1.0742,1.144,1.3697,-0.0015,0.0019,-0.0037,0.2175,-0.315,0.4825,-0.0929,-0.2728,-0.3304,-0.0941,-0.2423,-0.3302,-0.08,-0.11,-0.164,-0.023,-0.05,-0.164,-33.87,-65.99,-77.21,-38.22,-63.15,-68.95,1.59,0.46,1.39,0.49,0.74,0.49,1.6847,4.8983,1.9383
82,0.01,0.03,0.49,-0.3014,0.6611,2.1911,-0.0023,-0.0063,-0.0105,-0.005,0.0125,0.39,0.0447,0.0825,-0.1029,0.0137,0.0291,0.0046,0.032,0.073,-0.032,0.012,0.043,0.005,20.98,-14.49,-68.75,2.92,-12.43,-41.51,0.43,0.39,-0.73,-0.11,0.17,-0.06,-0.844,-0.2336,0.5244
83,-0.01,0.2,-0.42,0.3814,0.9358,0.49,0.0036,0.0055,0.0091,0,0.225,0.25,-0.0301,-0.0196,-0.0674,-0.0501,-0.0849,-0.0865,-0.02,0.002,-0.093,-0.007,0.005,-0.091,-11.84,-9.55,-7.14,-6.47,-16.66,-18.22,0,0,0,0.036025,0.186022,0.251139,0.3,7.8,9.5
84,-0.39,1.27,-2.21,-0.6857,0.2844,-1.2559,-0.0058,-0.0084,-0.0118,-0.1625,0.0125,-0.41,0.0137,-0.0377,-0.1948,-0.004,0.0021,0.0002,0.001,-0.064,-0.106,0.003,-0.016,-0.025,4.38,-68.69,-34.34,4.36,-19.24,39.09,-0.23,-1.15,-6.43,-0.03,-0.03,-0.31,1.7,1.44,-13.97
85,0.61,0.47,-6.61,0.2855,0.027,-7.4779,-0.008,0.0149,0.0337,0.16,-0.1825,-1.8475,-0.0389,0.0211,0.1327,0,0.0403,0.0978,0.008,0.048,0.207,0.019,0.079,0.168,-19.79,4.33,149.46,-13.35,-9.88,13.59,0,0,0,0.0904,-0.0565,-1.2783,1.4,8.4,-2.2
86,0.17,-7.05,1.95,2.9065,-1.3202,5.5684,-0.0012,0.0075,0.0098,0.135,0.01,0.4025,-0.0052,-0.0497,-0.141,-0.0062,0.0076,0.0038,-0.017,-0.034,-0.105,-0.004,-0.004,-0.016,-39.69,22.29,-112.37,5.74,81.5,-60.23,0.53,-0.91,-2.87,-0.02,-0.18,0.29,-0.06,-3.2,-5.37
87,-0.11,-3.18,2.3,0.8515,-2.8429,5.1156,0.0053,0.0111,0.0436,0.1875,-0.01,0.7625,0.0542,0.1169,0.1794,0.0039,0.0356,0.0159,0.043,0.162,0.233,-0.003,0.012,0.047,-28.66,25.79,88.95,0.3,10.23,28.83,0,0,0,0.2524,0.0284,0.5217,2.2,5.8,13.6
88,-1.17,-0.36,1.09,-0.2952,-0.3014,0.6134,-0.008,-0.0042,-0.02,0.13,0.8675,0.0625,0.0239,0.0258,0.0974,0.0121,0.0211,0.0561,-0.039,0.02,0.092,-0.03,0.007,0.213,13.29,40.62,75.2,8.3,4.5,6.67,0,0,0,0.2747,0.4734,0.0883,1.8,2.3,8.2
89,1.83,-0.44,3.02,0.7909,-4.7431,0.8156,-0.0003,-0.0078,-0.0048,0.2,-0.075,0.28,-0.0149,-0.0415,-0.03,0.002,-0.006,-0.0039,-0.009,-0.04,-0.055,-0.015,-0.035,-0.066,-17.54,55.28,-71.45,-47.13,-47.43,-87.87,-0.13,0.11,-0.33,0.06,-0.4,0.5,1.08,2.56,3.96
90,2.33,6.18,7.87,1.0093,4.7132,6.8169,-0.0004,-0.0125,-0.0179,0.0675,0.72,0.765,-0.0533,-0.0913,-0.1667,-0.0176,-0.0131,-0.0165,-0.006,-0.036,-0.04,-0.003,-0.034,-0.034,1.47,-68.57,-154.95,-13.31,-57.95,-96.74,-2.62,-2.36,0.57,0.21,0.83,0.87,-0.9982,3.5381,8.504
91,1.58,2.68,2.93,-0.1946,4.535,5.4919,0.003,-0.0086,-0.0199,0.04,-0.0275,0.2325,0.0128,-0.0868,-0.0219,0.0041,-0.0282,-0.0119,0.007,-0.093,-0.028,0.005,-0.031,-0.031,34.45,-73.32,-119.92,-6.55,-37.7,-62.62,0.22,-0.72,0.5,0.04,0.06,0.18,0.6,1.7,3.9
92,0.37,2.95,-0.29,0.207,3.492,2.3934,-0.0059,0.0005,-0.0014,0.14,0.8275,0.6325,-0.0055,0.0127,0.0253,-0.0121,-0.0242,-0.0697,-0.032,0.011,0.074,-0.008,0.018,0.039,-2.54,-74.16,-39.47,-7.18,-62.08,8.02,-1.45,-0.66,1.28,0.13,0.73,0.33,1.2072,6.4154,4.726
93,-0.06,-0.99,3.58,-0.2026,-2.4894,2.0213,-0.0099,-0.0212,-0.0409,-0.335,-0.6025,-1.51,0.0589,0.0484,0.1323,-0.0142,0.0092,0.0728,0.023,0.017,-0.003,-0.012,-0.109,-0.072,1.71,75.31,-13.39,-5.54,5.13,-23.16,0,0,0,-0.3839,-0.1753,-0.7582,1.1,-11,5.6
94,-2.84,-6.36,11.03,-4.3953,-11.6585,11.0322,-0.0119,0.0017,-0.0086,-0.3495,1.0755,1.563,0.0865,0.5375,0.8149,0.0328,0.109,0.2269,0.012,0.283,0.415,0.037,0.129,0.032,91.6,290.52,26.12,22.54,73.26,-22.95,0,0,0,0.0214,0.3581,1.5374,1.1,-23.4,-24.5
95,3.28,-3.93,-0.14,-0.9604,-4.5342,-3.7937,0.0034,0.0292,0.011,-0.0175,-0.1975,0.6525,-0.0287,-0.0017,-0.1726,0.008,-0.0329,-0.1584,0.106,0.195,0.196,0.057,0.113,0.105,52.95,149.43,302.64,-1.45,45.32,68.84,0,0,0,0.0332,0.5814,1.1149,6,-2.2,-7.3
96,0.56,-0.68,-1.88,0.3185,-0.888,-3.9296,-0.0058,-0.0073,0.0173,-0.05,0.2925,-0.3025,-0.0162,0.0229,0.1772,0.0081,0.023,0.0381,-0.089,0.071,0.13,-0.031,0.026,0.092,-14.44,48.15,132.89,-19.4,-11.36,-0.97,0,0,0,0.05,0.07,-0.27,0.6,7.6,7.7
97,0.36,0.21,-0.91,-0.1147,0.8349,-2.0101,-0.0013,-0.0064,0.0007,0.2,0.6025,0.13,-0.0198,-0.0108,0.1785,-0.0142,-0.018,0.1844,-0.01,-0.042,0.07,0.004,-0.016,0.018,-19.5,-105.05,-15.58,-19.4,-41.05,-26.94,-0.14,2.45,-0.32,-0.01,0.57,-0.02,0.2912,1.1822,-11.6531
98,-0.77,-0.03,-1.13,-0.7564,-0.6478,0.073,-0.0069,0.0059,-0.0177,-0.095,-0.035,0.2725,-0.0051,-0.0059,-0.0859,-0.0039,0.008,0.0121,-0.023,0.091,0.038,-0.015,0.087,0.053,-7.11,-26.12,-55.29,6.72,-1.89,2.6,-0.05,1.65,0.72,0.02,-0.21,0.16,0.8,-1.3,-1
99,0.69,1.91,-3.6,0.9637,2.1749,0.7424,-1.00E-04,0.009,0.0139,0.2,0.15,0.06,-0.0415,-0.1483,-0.0763,-0.0178,-0.0384,-0.0353,-0.003,-0.037,-0.019,-0.005,-0.033,-0.037,-16.18,-61.43,-44.52,-26.44,-45.04,2.39,-3.77,-25.93,-4.29,-0.05,0.06,0.1,-0.9,2.01,4.62
100,1.14,0.69,0.82,0.5837,0.9537,-2.4217,0.0167,0.0134,0.003,0.45,0.8062,-0.35,-0.0175,0.1463,0.0231,0.0503,0.1898,0.1537,0.097,0.24,0.261,0.188,0.214,0.301,-42.38,-53.96,113.76,-1.38,16.83,16.16,0,0,0,0.351,0.553,-0.182,8,17,9.7
101,1.27,2.05,2.22,0.8739,1.0914,1.0042,0.0012,-0.0027,-0.0005,0.255,0.185,0.825,-0.0016,-0.2129,-0.2254,-0.0142,-0.1932,-0.2118,0.044,-0.078,-0.087,0.002,-0.145,-0.144,-10.49,-54.16,-67.95,-2.71,-33.57,-30.79,-0.3,0.37,0.56,0.05,0.31,0.06,1.0959,2.3458,1.7724
102,-0.74,-4.08,-0.45,0.8423,-1.5026,0.4139,-0.0021,0.0087,0.0292,0.355,0.0075,-0.23,0.0194,-0.2655,-0.3232,0.0119,-0.0447,-0.0694,0.047,-0.104,-0.164,0.023,-0.096,-0.034,-5.61,75.26,41.85,9.63,48.17,23.16,1.22,-6.46,-8.42,-0.03,-0.44,-0.28,3.9487,-13.6213,-14.7237
103,-0.2,2.17,2.68,2.5689,0.679,1.5185,0.026,0.0344,0.0271,-1.01,-0.82,-0.15,0.004,-0.0726,-0.021,0.0241,0.0225,0.0494,0.045,0.106,0.101,-0.001,-0.012,-0.072,-26.36,9.49,35.94,-5.1,-13.55,-8.5,0,0,0,-0.4445,0.1186,0.3774,-0.7,1.5,3.6
104,0.58,-0.06,-3.26,0.7787,-0.6123,-3.808,-0.0034,0.0034,0.025,0.7225,-0.005,-0.905,0.0457,0.0563,0.1613,0.0079,0.0039,0.0117,0.058,0.132,0.223,0.03,0.044,0.054,0.22,32.6,97.28,-9.29,-11.62,36.11,0,0,0,0.18,-0.1,-0.61,5.4,5.5,11.9
105,-6.6,19.34,13.54,-4.3297,12.0326,14.3252,0.0022,-0.029,-0.0075,-1.0295,-1.1795,-1.6795,0.3074,0.3421,0.662,0.0816,-0.031,0.1758,0.141,0.258,0.506,0.126,-0.034,0.081,69.37,-78.46,-74.16,54.14,-81.1,-64.16,0,0,0,-1.206,-0.623,-1.099,-19.6,-21.9,-22.7
106,0.07,2.08,2.99,-1.6976,1.0057,0.2067,-0.0033,0.0146,0.0216,0.165,-0.15,-0.6275,0.008,-0.0668,-0.0291,0.0043,-0.1055,-0.1126,0.024,0.051,0.075,0.008,0.019,0.023,31.53,-82.95,-34.55,2.95,-53.47,-67.34,0.41,4.32,4.55,0.07,-0.38,-0.81,4.0452,12.918,14.9807
107,-0.68,-3.2,-5.39,0.3324,-3.1957,-5.1039,0.0022,0.0216,0.0423,0.3725,-0.9,-1.5325,-0.0035,0.105,0.1674,0.0039,0.0078,-0.0243,-0.003,0.091,0.139,-0.008,0.01,0.009,3.21,64.68,114.97,10.74,47.73,77.51,0,0,0,0.3,-0.51,-1.46,1.8,6.4,-1.9
108,-0.58,1.35,-0.38,0.1408,0.0532,-0.6865,0.0113,-0.0026,-0.0257,-0.855,-0.435,0.54,0.0016,0.1471,0.1262,0.0074,0.0552,0.0542,-0.009,0.061,0.033,-0.003,-0.001,0.012,-14.89,-29.41,-28.47,12.55,-23.32,9.8,-0.67,-1.75,-2.67,-0.32,-0.58,0.18,-0.4987,-2.1755,-0.5979
109,2.08,1.55,5.33,1.9766,3.0831,5.5735,0.0004,-0.0033,-0.0143,0.355,0.495,0.3375,0.0051,-0.134,-0.2177,-0.0135,-0.1523,-0.2098,-0.004,-0.121,-0.182,-0.002,-0.07,-0.113,-29.34,-76.59,-171.25,-41.38,-27.5,-87.32,0.04,-0.07,-0.14,0.26,0.42,0.69,4.7911,7.8064,10.3338
110,-1.9,-0.13,0.4,-1.6603,0.7204,2.5821,0.0033,-0.0314,-0.0164,-0.0525,-0.265,0.035,0.0137,-0.1982,-0.085,0.004,0,-0.0081,-0.028,-0.187,-0.077,-0.007,-0.071,-0.003,10.07,-55.96,-38.48,8.84,-27.85,-22.23,0.02,-0.61,3.35,0.12,0.09,0.08,0.2,0.1,8.8
111,0.79,1.38,-1.39,0.0429,0.3358,-2.239,0.0042,0.0055,-0.0042,0.145,0.67,0.28,0.0017,0.0069,-0.038,-0.0231,-0.0213,0.0123,0.034,0.036,-0.031,0.012,0.009,-0.001,-7.66,-24.82,31.53,-6.75,-50.09,-13.89,-0.08,-0.17,-0.47,0.04,0.42,0.15,-0.34,4.21,-1.9
112,-0.95,-0.46,-36.31,-7.538,1.5585,-36.8207,-0.0046,-0.0234,-0.0206,-0.705,-0.95,-5.205,0.1121,0.3487,0.4565,0.1485,0.4642,0.5805,0.064,0.143,0.198,0.036,0.124,0.199,126.43,92.34,910.69,24.54,-45.18,498.12,-0.9,2.61,-13.16,0,-0.18,-7.23,-17.08,-4.37,-60.03
113,0.73,1.14,1.6,1.6524,2.1863,1.9294,0.0013,0.0057,0.0098,0.3175,0.17,0.05,-0.0338,-0.0606,0.0249,-0.008,0.0083,-0.0241,-0.024,-0.102,-0.048,-0.005,0.023,0.027,-9.5,-24.41,-81.44,-7.01,-21.64,-49.18,0,-1.08,-0.85,-0.14,-0.09,0.15,-2.9747,-2.5073,-0.6594
114,0.47,-0.25,-0.55,0.5185,0.8664,0.8853,0.0016,0.0004,0.0037,0.25,0.425,0.35,-0.0061,-0.0322,-0.0081,-0.0089,-0.031,-0.0565,-0.006,-0.023,-0.033,-0.002,-0.034,-0.054,-76.86,-74.28,-87.39,-13.62,-23.52,-31.66,0,0,0,0.135644,0.421669,0.470385,0.3,0.7,-1.4
115,-0.79,-1.26,0.62,-0.5372,-1.1133,1.1862,-0.0025,-0.0133,-0.0209,0.06,-0.865,-0.955,-0.0568,-0.0337,0.0229,-0.0208,-0.0749,-0.0934,-0.035,-0.001,0.028,-0.005,-0.045,-0.056,18.74,47.7,40.43,2.32,-1.02,-12.46,-0.03,0.3,3.43,0.06,-0.15,0.09,-2.2987,-2.752,-1.8853
116,-0.66,-3.32,0.77,0.004,-2.1183,1.0564,-0.0006,0.0135,-0.0124,-0.0875,-0.41,-0.25,0.0629,0.2023,0.1336,-0.0474,0.0714,0.0568,0.049,0.148,0.19,-0.02,-0.03,-0.051,6.27,27.76,-49.39,6.4,20.93,-14.7,0,0,0,-0.2083,-0.142,-0.0586,-0.9,-2.8,8
117,0.96,1.05,0.17,1.0607,0.8966,0.794,0.0005,0.0131,0.0135,0.2,-0.0675,-0.485,0.0089,0.0789,0.027,0.0077,0.0274,0.0025,0.015,0.115,0.078,0.009,0.042,0.04,-19.5,-24.18,-57.43,-16.57,-27.02,-66.37,0.61,-0.13,0.1,0.22,-0.6,-0.16,2.5334,0.9778,1.6933
118,-0.62,-0.13,-4.09,0.1461,0.4812,-3.684,-0.0061,-0.006,0.0331,-0.01,0.1025,-1.35,0.0524,0.132,0.3983,0.0238,0.0246,0.0737,0.091,0.173,0.368,0.061,0.066,0.142,3.2,-5.1,123.88,5.4,-1.93,46.48,0,0,0,-0.0952,-0.4922,-1.1078,-3.5,-2.2,-15.2
119,-0.03,-6.45,-4.43,-0.967,-14.9857,-11.1188,-0.005,0.0136,0.009,-0.2475,-4.0875,-1.6575,0.0155,0.1047,0.0118,0.0081,0.0612,0.0203,-0.005,0.054,0,0,0.044,0.045,20.93,243.51,73.35,-6.99,36.81,23.23,0.01,-0.92,-0.6,-0.14,-2.21,-0.8,-3.4693,-14.6518,-12.5146
120,-2.92,4.99,10.88,-0.3381,3.7905,4.5257,-0.0126,-0.0345,-0.1691,1.75,5.04,-3.03,0.1072,-0.0239,0.467,0.0717,0.0354,0.1439,-0.06,-0.172,0.049,-0.048,-0.178,0.225,0.8,-126.06,-74.94,25.52,-28.5,-33.68,0,0,0,0.3528,3.0998,-1.182,-2.2,-4.2,32.6
121,-0.3,-0.51,0.94,0.1979,3.3087,1.9047,0.0025,0.0033,0.0286,-0.4,-0.465,-2.03,0.0068,-0.0017,0.0223,-0.0121,-0.0165,-0.0152,0,0.002,0.111,0,0.01,0.029,3.33,-14.18,18.36,5.86,14.03,-1.76,0,0,0,-0.2,-0.23,-0.43,0.7,-3.1,-1.2
122,0.09,-1.64,-0.21,-0.3794,-2.5722,3.8699,-0.0034,-0.007,-0.0054,0.705,-0.1825,1.665,-0.0074,-0.0983,-0.0573,0.006,-0.0242,0.0126,0.019,-0.11,-0.123,0.01,-0.002,-0.003,-7.78,9.62,-145.19,-8.63,13.64,-41.47,-0.08,-1.5,-0.71,0.07,-0.15,0.3,-1.0533,-7.9895,5.5295
123,-0.18,1.03,3.07,0.9954,0.2176,2.7977,0.0187,0.0124,-0.0201,-1.7925,-1.375,-1.095,0.0211,0.079,0.2566,-0.0003,0.0083,0.1229,0.025,-0.048,-0.001,0.001,-0.03,-0.015,-82.29,-104.91,-164.1,3.92,-30.12,-47.34,-0.23,-1.56,-3.26,-0.5,-0.39,-0.05,-0.5752,-1.9383,0.7032
124,0.12,-0.07,-4.8,-0.6826,0.1251,-8.2792,0.0032,0.0008,0.0249,0.0075,0.2725,-0.74,-0.0161,-0.1152,0.2013,-0.0212,-0.0491,0.0335,0.057,0.085,0.246,0.029,0.037,0.147,28.53,66.23,203.68,6.98,-0.86,53.93,0,0,0,-0.09,0.07,-0.43,3.3,-3.6,5.6
125,0.71,2.09,5.65,-1.3475,3.7602,6.3851,0.0183,0.034,0.0342,-0.6175,1.41,1.265,0.049,0.2137,0.0367,0,0.0003,-0.0603,0.128,0.297,0.189,0.068,0.1,0.093,73.13,139.87,52.22,18.72,35.53,-10.14,0,0,0,0.0231,0.7873,0.8414,4.1,10.5,5.7
126,0.1,-2.64,0.14,0.7786,0.5769,3.4397,0.0057,0.0229,0.0317,0.305,0.4875,0.7725,0,-0.0796,-0.0166,0,-0.0047,0.0067,-0.036,-0.038,0.014,-0.001,-0.008,-0.005,-35.19,-24.62,-77.08,-9.92,20.76,12.58,0.01,0.11,0.87,0.38,0.34,0.71,0,-2.1366,5.7506
127,-2.07,-0.36,0.55,-0.3255,-0.3894,-0.1721,-0.0078,-0.0022,-0.001,0.2825,0.045,0.1,0.0424,0.0616,-0.0089,0.012,-0.0039,-0.0787,0.055,0.09,0.053,0.024,0.049,0.01,29.93,43.53,6.82,39.1,9.87,-3.21,0.47,-0.38,-0.47,-0.09,0.04,0.09,-0.7157,-3.302,-1.8574
128,-0.17,-3.28,-7.95,-1.0107,-5.1371,-8.6144,-0.0045,-0.0034,0.0154,-0.435,-0.71,-1.105,-0.0167,-0.032,-0.0744,0.002,-0.0043,-0.0094,-0.022,-0.048,0.012,-0.006,-0.03,0.018,14.64,137.26,222.97,-16.2,25.95,116.68,-0.07,0.59,-1.07,-0.23,-0.28,-0.7,0.74,2.21,-2.4
129,0.13,1.37,-0.3,0.4464,0.0991,0.0754,-0.0083,0.0021,-0.0046,-0.21,-0.775,-0.345,0.0248,0.0335,0.1049,0.0038,0.015,0.0119,0.005,0.021,0.074,-0.009,0,-0.011,-35.63,-126.91,-148.12,-10.48,-28.09,-12.12,0.26,1.29,0.21,0.06,-0.22,0,-2.3447,2.4973,-0.3965
130,4.32,2.46,6.39,3.8041,1.2475,5.5271,-0.0061,-0.0138,-0.0108,0.1575,-0.24,0.03,0.029,0.0324,0.0512,0.0059,0.0078,0.0083,0.009,-0.011,0.052,-0.002,-0.013,-0.002,-64.99,-47.46,-86.76,-61.35,-46.62,-88.38,0.74,-0.13,2.35,0.19,0.2,0.37,1.6,1.55,3.12
131,-1.85,0.59,2.67,-0.3648,1.6164,3.8455,0.0082,-0.0127,-0.0275,-0.41,-0.345,0.87,0.0388,-0.0756,-0.1401,-0.004,-0.0134,-0.0302,-0.061,-0.2,-0.221,0.005,0.016,-0.004,27.77,-161,-220.01,12.21,-34.78,-43.71,0.07,-2.15,-3.18,-0.46,-0.19,0.59,-1.3,-6.8,-8.1
132,0.42,-0.51,-0.29,0.4822,-3.091,-2.1867,0.0014,-0.0043,-0.0105,0.0625,-0.25,0.24,0.0564,0.0768,0.0229,0.002,0.0138,-0.0031,0.032,0.004,-0.027,0.011,0.008,-0.003,-17.15,-0.13,-38.75,-45.76,-48.76,-58.52,0.33,-2.97,-1.9,-0.01,-0.19,0.04,1.03,-2.19,-0.23
133,-0.53,0.23,0.25,-0.0603,-0.007,1.3074,0.0025,0.0148,0.0115,-0.1525,0.095,-0.33,-0.0667,-0.2314,-0.1205,-0.0302,-0.1222,-0.0581,-0.031,-0.119,-0.048,-0.007,-0.04,-0.023,-41.47,-75.91,-87.87,-11.36,-26.17,-53.55,-0.15,-1.2,-0.57,0.12,0.09,0.2,-2.9,-7.16,-4.42
134,1.87,4.59,6.15,2.3256,2.4101,4.8261,-0.0213,-0.0246,-0.0494,-0.68,-0.8575,-0.9475,-0.1,-0.1519,-0.1654,-0.008,-0.0166,0.0631,0.01,-0.07,-0.266,0.007,-0.039,-0.046,-54.07,-127.03,-143.82,-18.48,-48.64,-53.19,0,0,0,-0.032,0.2615,0.0112,1.9,-2.8,-3.7
135,-1.5,1.19,0.88,-0.8526,0.735,2.5469,-0.0011,0.0057,0.0325,0.0225,-0.385,-1.2275,0.0442,0.0653,0.0317,0.02,0.0504,-0.0002,-0.009,0.013,0.078,-0.005,0.01,0.068,26.05,-24.71,-167.27,13.77,-16.2,-53.72,0.08,0.5,0.36,-0.1,-0.03,-0.63,1.9028,7.2684,8.5586
136,2.46,-4.08,5.24,3.8087,-5.8661,8.4112,-0.0136,0.0038,-0.0438,0.44,-0.9625,1.0875,-0.0643,-0.0054,-0.213,0.0114,0.0146,-0.032,-0.094,0.107,-0.101,-0.039,0.034,-0.035,-22.96,60.75,-144.4,-20.92,-11.73,-80.93,0,0,0,-0.085,-0.5108,0.5821,-2.4,0.9,-1.3
137,0.68,-0.54,2.32,-0.0594,-0.9549,0.5498,-0.0057,-0.0089,-0.0053,-0.15,-0.205,-0.18,0.019,0.0526,-0.0153,-1.00E-04,0.0278,0.0036,-0.018,0.013,0.024,-0.005,0.014,-0.001,8.31,54.4,30.16,-6.92,14.43,-26.85,0.86,1.77,0.93,0.03,-0.09,0.12,-0.268,-3.4916,-1.1667
138,0.2,0.43,1.03,1.3951,1.8839,3.2858,-0.0171,-0.0288,-0.0355,-0.25,0.2825,0.95,0.0517,0.135,0.0358,0.022,0.0525,0.003,0.035,0.116,0.012,-0.013,0.018,-0.056,-21.61,-22.17,-92.54,-22.4,-28.29,-33.32,0.63,3.44,5.64,0.04,0.73,1.27,5.4423,17.0603,18.7818
139,-1.53,1.12,-1.72,-3.7411,0.7517,-3.1524,0.0083,-0.0036,0.0135,-0.39,0.595,0.035,0.028,0.0281,0.0843,0.0061,0.0064,0.0102,0.065,0.01,0.125,0.032,0.036,0.056,66.44,-32.75,62.93,11.59,-24.83,9.43,0,0,0,-0.1,0.66,0.38,0.5,7.3,13.6
140,0.78,-3.5,-5.4,-0.2838,-3.838,-12.0958,-0.0098,0.0156,0.0095,-0.475,-0.6,0.025,0.0188,0.1538,0.2341,0.0009,0.205,0.3693,0.033,0.113,0.11,0.046,0.252,0.271,-11.37,230.14,448.25,-15.23,75.83,70.41,0,0,0,-0.26178,-0.6946,-0.18847,0.335,-6.2,-47.9
